Post Date;Value Date;Branch;Journal No.;Description;Debit;Credit
25/06/18 08.59.56;25/06/18 08.59.56;767;86064;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 24062018 3 000301502 CIPUTAT 2;0;114,000.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86074;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301524 CIKUNIR 2;0;958,000.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86092;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301512 GEDONG 1;0;123,500.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86122;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 24062018 3 000301527 KALIMALANG 1;0;28,500.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86130;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 24062018 3 000301515 DUKUH 1;0;320,000.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86141;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 24062018 3 000301503 CIPUTAT 1;0;180,500.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86146;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301513 KP RAMBUTAN;0;51,500.00
25/06/18 08.59.56;25/06/18 08.59.56;767;86153;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301501 VETERAN;0;114,000.00
25/06/18 13.25.51;25/06/18 13.25.51;251;507724;TRANSFER KE | UTARA PT MLJ PD 21 SD 31 MEI 2018 | PEMINDAHAN KE   427198188 PT JASA MARGA PENDAPATAN TO | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS W2;69,760,561.00;0
25/06/18 13.55.55;25/06/18 13.55.55;251;225025;TRANSFER KE | PERIODE 21-31 MEI 2018 | PEMINDAHAN KE   429136694 PT JASA MARGA CAB JAKARTA C | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS JOR;9,949,000.00;0
25/06/18 14.08.21;25/06/18 14.08.21;251;442682;TRANSFER KE | PERIODE 21-31 MEI 2018 | PEMINDAHAN KE   818193708    HUTAMA KARYA (PERSERO) | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS JOR;273,276,549.00;0
25/06/18 14.09.52;25/06/18 14.09.52;251;469482;TRANSFER KE | PERIODE 21-31 MEI 2018 | PEMINDAHAN KE   427198188 PT JASA MARGA PENDAPATAN TO | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS JOR;368,694,547.00;0
25/06/18 14.11.23;25/06/18 14.11.23;251;496093;TRANSFER KE | PERIODE 21-31 MEI 2018 | PEMINDAHAN KE   436284419 PT JASAMARGA CABANG JAGORAW | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS JOR;38,610,500.00;0
25/06/18 14.13.15;25/06/18 14.13.15;251;530267;TRANSFER KE | PERIODE 21-31 MEI 2018 | PEMINDAHAN KE   427178808 PT MARGA LINGKAR JAKARTA ES | PEMINDAHBUKUAN HASIL PDPT TOL E-TOLL CARD RUAS JOR;108,170,404.00;0
25/06/18 18.15.50;25/06/18 18.15.50;767;497517;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301538 PULO GEBANG;0;505,500.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497518;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301526 KALIMALANG 2;0;305,500.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497523;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301514 PS REBO;0;2,096,000.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497536;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301502 CIPUTAT 2;0;990,000.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497586;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301527 KALIMALANG 1;0;418,000.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497590;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301515 DUKUH 1;0;1,770,000.00
25/06/18 18.15.50;25/06/18 18.15.50;767;497614;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301503 CIPUTAT 1;0;560,500.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497674;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301528 BINTARA;0;1,013,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497676;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301516 DUKUH 3;0;1,109,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497681;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301504 PD PINANG;0;760,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497805;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301529 CAKUNG 2;0;378,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497811;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301517 BMB APUS 2;0;532,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497814;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301505 FATMAWATI 2;0;551,000.00
25/06/18 18.15.51;25/06/18 18.15.51;767;497909;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301518 BMB APUS 1;0;431,500.00
25/06/18 18.15.52;25/06/18 18.15.52;767;497925;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301506 FATMAWATI 1;0;676,500.00
25/06/18 18.15.52;25/06/18 18.15.52;767;498042;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301519 SETU;0;161,500.00
25/06/18 18.15.52;25/06/18 18.15.52;767;498051;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301507 AMPERA 2;0;779,000.00
25/06/18 18.15.52;25/06/18 18.15.52;767;498140;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301508 AMPERA 1;0;959,500.00
25/06/18 18.15.53;25/06/18 18.15.53;767;498209;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301509 LT AGUNG 2;0;1,681,500.00
25/06/18 18.15.53;25/06/18 18.15.53;767;498274;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 30052018 1 000301509 LT AGUNG 2;0;997,500.00
25/06/18 18.15.53;25/06/18 18.15.53;767;498298;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301530 CAKUNG 1;0;281,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498437;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301520 JATIWARNA 2;0;551,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498452;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301520 JATIWARNA 2;0;171,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498517;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 29052018 1 000301509 LT AGUNG 2;0;427,500.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498533;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 29052018 2 000301509 LT AGUNG 2;0;589,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498556;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301521 JATIWARNA 1;0;465,500.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498628;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301534 LT AGUNG 3;0;123,500.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498634;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301522 JATIASIH 2;0;857,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498636;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301510 LT AGUNG 1;0;1,123,000.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498692;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301535 VETERAN 2;0;389,500.00
25/06/18 18.15.54;25/06/18 18.15.54;767;498706;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301523 JATIASIH 1;0;731,500.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498715;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301511 GEDONG 2;0;724,000.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498800;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301524 CIKUNIR 2;0;2,661,000.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498817;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301512 GEDONG 1;0;416,000.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498885;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301525 CIKUNIR 4;0;658,000.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498887;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301513 KP RAMBUTAN;0;790,500.00
25/06/18 18.15.55;25/06/18 18.15.55;767;498893;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 1 000301501 VETERAN;0;606,000.00
25/06/18 21.05.49;25/06/18 21.05.49;767;709444;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 30052018 1 000301509 LT AGUNG 2;0;218,500.00
26/06/18 03.59.50;26/06/18 03.59.50;767;282188;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301538 PULO GEBANG;0;513,000.00
26/06/18 03.59.50;26/06/18 03.59.50;767;282192;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301526 KALIMALANG 2;0;334,500.00
26/06/18 03.59.50;26/06/18 03.59.50;767;282195;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301514 PS REBO;0;1,581,500.00
26/06/18 03.59.50;26/06/18 03.59.50;767;282198;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301502 CIPUTAT 2;0;969,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282226;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301527 KALIMALANG 1;0;190,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282227;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301515 DUKUH 1;0;2,229,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282230;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301503 CIPUTAT 1;0;779,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282267;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301528 BINTARA;0;608,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282269;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301516 DUKUH 3;0;2,010,000.00
26/06/18 03.59.51;26/06/18 03.59.51;767;282274;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301504 PD PINANG;0;1,073,500.00
26/06/18 03.59.52;26/06/18 03.59.52;767;282328;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301529 CAKUNG 2;0;463,000.00
26/06/18 03.59.52;26/06/18 03.59.52;767;282330;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301517 BMB APUS 2;0;420,000.00
26/06/18 03.59.52;26/06/18 03.59.52;767;282332;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301505 FATMAWATI 2;0;845,500.00
26/06/18 03.59.53;26/06/18 03.59.53;767;282373;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301518 BMB APUS 1;0;494,000.00
26/06/18 03.59.53;26/06/18 03.59.53;767;282384;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301506 FATMAWATI 1;0;1,529,500.00
26/06/18 03.59.53;26/06/18 03.59.53;767;282429;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301519 SETU;0;76,000.00
26/06/18 03.59.53;26/06/18 03.59.53;767;282434;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301507 AMPERA 2;0;1,035,500.00
26/06/18 03.59.54;26/06/18 03.59.54;767;282479;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301508 AMPERA 1;0;1,681,500.00
26/06/18 03.59.54;26/06/18 03.59.54;767;282507;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301509 LT AGUNG 2;0;2,103,500.00
26/06/18 03.59.54;26/06/18 03.59.54;767;282539;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301530 CAKUNG 1;0;506,000.00
26/06/18 03.59.55;26/06/18 03.59.55;767;282598;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301520 JATIWARNA 2;0;469,500.00
26/06/18 03.59.55;26/06/18 03.59.55;767;282640;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301521 JATIWARNA 1;0;142,500.00
26/06/18 03.59.55;26/06/18 03.59.55;767;282658;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301534 LT AGUNG 3;0;551,000.00
26/06/18 03.59.55;26/06/18 03.59.55;767;282662;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301522 JATIASIH 2;0;600,500.00
26/06/18 03.59.55;26/06/18 03.59.55;767;282669;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301510 LT AGUNG 1;0;1,550,500.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282694;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301535 VETERAN 2;0;864,500.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282699;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301523 JATIASIH 1;0;123,500.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282702;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301511 GEDONG 2;0;376,500.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282734;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301524 CIKUNIR 2;0;2,926,500.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282737;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301512 GEDONG 1;0;448,000.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282763;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301525 CIKUNIR 4;0;1,540,000.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282765;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301513 KP RAMBUTAN;0;412,000.00
26/06/18 03.59.56;26/06/18 03.59.56;767;282768;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 2 000301501 VETERAN;0;370,500.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4248;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301538 PULO GEBANG;0;104,500.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4254;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301526 KALIMALANG 2;0;38,000.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4266;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301514 PS REBO;0;352,500.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4277;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301502 CIPUTAT 2;0;133,000.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4291;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301524 CIKUNIR 2;0;644,000.00
26/06/18 08.59.51;26/06/18 08.59.51;767;4307;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301512 GEDONG 1;0;190,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4394;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301527 KALIMALANG 1;0;38,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4433;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301515 DUKUH 1;0;320,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4441;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301503 CIPUTAT 1;0;142,500.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4456;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301525 CIKUNIR 4;0;98,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4458;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301513 KP RAMBUTAN;0;19,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4460;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301501 VETERAN;0;87,500.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4612;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301528 BINTARA;0;171,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4616;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301516 DUKUH 3;0;368,000.00
26/06/18 08.59.52;26/06/18 08.59.52;767;4637;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301504 PD PINANG;0;95,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4644;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301538 PULO GEBANG;0;190,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4653;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301526 KALIMALANG 2;0;114,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4664;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301514 PS REBO;0;436,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4668;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301502 CIPUTAT 2;0;161,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4764;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301529 CAKUNG 2;0;69,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4771;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301517 BMB APUS 2;0;28,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4775;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301505 FATMAWATI 2;0;190,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4783;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301527 KALIMALANG 1;0;28,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4795;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301515 DUKUH 1;0;186,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4797;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301503 CIPUTAT 1;0;76,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4890;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301518 BMB APUS 1;0;95,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4896;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301506 FATMAWATI 1;0;142,500.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4900;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301528 BINTARA;0;76,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4905;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301516 DUKUH 3;0;160,000.00
26/06/18 08.59.53;26/06/18 08.59.53;767;4909;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301504 PD PINANG;0;104,500.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5012;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301519 SETU;0;28,500.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5015;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301507 AMPERA 2;0;180,500.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5022;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301529 CAKUNG 2;0;135,000.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5032;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301517 BMB APUS 2;0;28,500.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5044;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301505 FATMAWATI 2;0;104,500.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5134;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301508 AMPERA 1;0;361,000.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5163;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301518 BMB APUS 1;0;95,000.00
26/06/18 08.59.54;26/06/18 08.59.54;767;5173;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301506 FATMAWATI 1;0;142,500.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5242;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301509 LT AGUNG 2;0;180,500.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5245;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301519 SETU;0;38,000.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5252;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301507 AMPERA 2;0;85,500.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5324;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301508 AMPERA 1;0;70,500.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5342;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 25062018 3 000301530 CAKUNG 1;0;101,000.00
26/06/18 08.59.55;26/06/18 08.59.55;767;5425;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 26062018 3 000301509 LT AGUNG 2;0;256,500.00
